,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
0,-122.23,37.88,41.0,880.0,129.0,322.0,126.0,8.3252,452600.0,3.0
1,-122.22,37.86,21.0,7099.0,1106.0,2401.0,1138.0,8.3014,358500.0,3.0
2,-122.24,37.85,52.0,1467.0,190.0,496.0,177.0,7.2574,352100.0,3.0
3,-122.25,37.85,52.0,1274.0,235.0,558.0,219.0,5.6431,341300.0,3.0
4,-122.25,37.85,52.0,1627.0,280.0,565.0,259.0,3.8462,342200.0,3.0
5,-122.25,37.85,52.0,919.0,213.0,413.0,193.0,4.0368,269700.0,3.0
6,-122.25,37.84,52.0,2535.0,489.0,1094.0,514.0,3.6591,299200.0,3.0
7,-122.25,37.84,52.0,3104.0,687.0,1157.0,647.0,3.12,241400.0,3.0
8,-122.26,37.84,42.0,2555.0,665.0,1206.0,595.0,2.0804,226700.0,3.0
9,-122.25,37.84,52.0,3549.0,707.0,1551.0,714.0,3.6912,261100.0,3.0
10,-122.26,37.85,52.0,2202.0,434.0,910.0,402.0,3.2031,281500.0,3.0
11,-122.26,37.85,52.0,3503.0,752.0,1504.0,734.0,3.2705,241800.0,3.0
12,-122.26,37.85,52.0,2491.0,474.0,1098.0,468.0,3.075,213500.0,3.0
13,-122.26,37.84,52.0,696.0,191.0,345.0,174.0,2.6736,191300.0,3.0
14,-122.26,37.85,52.0,2643.0,626.0,1212.0,620.0,1.9167,159200.0,3.0
15,-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,140000.0,3.0
16,-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,152500.0,3.0
17,-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,155500.0,3.0
18,-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,3.0
19,-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,3.0
20,-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,147500.0,3.0
21,-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,159800.0,3.0
22,-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0,3.0
23,-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,3.0
24,-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,3.0
25,-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0,3.0
26,-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,3.0
27,-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,3.0
28,-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,3.0
29,-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,3.0
30,-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,3.0
31,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,3.0
32,-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,3.0
33,-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,3.0
34,-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,3.0
35,-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,3.0
36,-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,3.0
37,-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,3.0
38,-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,3.0
39,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,3.0
40,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,3.0
41,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,3.0
42,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,3.0
43,-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,3.0
44,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,3.0
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,3.0
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,3.0
47,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,3.0
48,-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,3.0
49,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,3.0
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,3.0
51,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,3.0
52,-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,3.0
53,-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,3.0
54,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,3.0
55,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,3.0
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,3.0
57,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,3.0
58,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,3.0
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,3.0
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,3.0
61,-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,3.0
62,-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,3.0
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,3.0
64,-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,3.0
65,-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,3.0
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,3.0
67,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,3.0
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,3.0
69,-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,3.0
70,-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,3.0
71,-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,3.0
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,3.0
73,-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,3.0
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,3.0
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,3.0
76,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,3.0
77,-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,3.0
78,-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,3.0
79,-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,3.0
80,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,3.0
81,-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,3.0
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,3.0
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,3.0
84,-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,3.0
85,-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,3.0
86,-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,3.0
87,-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,3.0
88,-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,3.0
